New fit: SimFull
N = 100000
loglh: 2742404.00, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5521704.67, a 0.433, phi 0.646, a1 0.770, a2 -0.771, xip 0.709, xin -0.689
loglh: 5521711.97, a 0.433, phi 0.646, a1 0.770, a2 -0.771, xip 0.673, xin -0.689
loglh: 5521711.81, a 0.433, phi 0.646, a1 0.770, a2 -0.771, xip 0.691, xin -0.671
loglh: 5521704.84, a 0.433, phi 0.646, a1 0.770, a2 -0.771, xip 0.691, xin -0.707
loglh: 5521681.28, a 0.437, phi 0.665, a1 0.754, a2 -0.755, xip 0.722, xin -0.719
loglh: 5521680.46, a 0.438, phi 0.669, a1 0.750, a2 -0.751, xip 0.729, xin -0.725
loglh: 5521678.91, a 0.445, phi 0.669, a1 0.750, a2 -0.751, xip 0.729, xin -0.725
loglh: 5521684.65, a 0.430, phi 0.669, a1 0.750, a2 -0.751, xip 0.729, xin -0.725
loglh: 5521677.86, a 0.438, phi 0.683, a1 0.750, a2 -0.751, xip 0.729, xin -0.725
loglh: 5521685.79, a 0.438, phi 0.655, a1 0.750, a2 -0.751, xip 0.729, xin -0.725
loglh: 5521677.78, a 0.438, phi 0.669, a1 0.758, a2 -0.751, xip 0.729, xin -0.725
loglh: 5521686.08, a 0.438, phi 0.669, a1 0.742, a2 -0.751, xip 0.729, xin -0.725
loglh: 5521686.09, a 0.438, phi 0.669, a1 0.750, a2 -0.743, xip 0.729, xin -0.725
loglh: 5521677.77, a 0.438, phi 0.669, a1 0.750, a2 -0.759, xip 0.729, xin -0.725
loglh: 5521678.95, a 0.438, phi 0.669, a1 0.750, a2 -0.751, xip 0.745, xin -0.725
loglh: 5521684.20, a 0.438, phi 0.669, a1 0.750, a2 -0.751, xip 0.712, xin -0.725
loglh: 5521684.25, a 0.438, phi 0.669, a1 0.750, a2 -0.751, xip 0.729, xin -0.709
loglh: 5521678.92, a 0.438, phi 0.669, a1 0.750, a2 -0.751, xip 0.729, xin -0.741
loglh: 5521666.91, a 0.445, phi 0.691, a1 0.751, a2 -0.751, xip 0.749, xin -0.746
loglh: 5521656.53, a 0.459, phi 0.732, a1 0.751, a2 -0.752, xip 0.785, xin -0.781
loglh: 5521658.96, a 0.467, phi 0.732, a1 0.751, a2 -0.752, xip 0.785, xin -0.781
loglh: 5521656.70, a 0.451, phi 0.732, a1 0.751, a2 -0.752, xip 0.785, xin -0.781
loglh: 5521659.71, a 0.459, phi 0.745, a1 0.751, a2 -0.752, xip 0.785, xin -0.781
loglh: 5521656.27, a 0.459, phi 0.718, a1 0.751, a2 -0.752, xip 0.785, xin -0.781
loglh: 5521657.59, a 0.459, phi 0.732, a1 0.759, a2 -0.752, xip 0.785, xin -0.781
loglh: 5521658.06, a 0.459, phi 0.732, a1 0.744, a2 -0.752, xip 0.785, xin -0.781
loglh: 5521658.03, a 0.459, phi 0.732, a1 0.751, a2 -0.745, xip 0.785, xin -0.781
loglh: 5521657.62, a 0.459, phi 0.732, a1 0.751, a2 -0.760, xip 0.785, xin -0.781
loglh: 5521655.58, a 0.459, phi 0.732, a1 0.751, a2 -0.752, xip 0.801, xin -0.781
loglh: 5521659.47, a 0.459, phi 0.732, a1 0.751, a2 -0.752, xip 0.769, xin -0.781
loglh: 5521659.54, a 0.459, phi 0.732, a1 0.751, a2 -0.752, xip 0.785, xin -0.765
loglh: 5521655.52, a 0.459, phi 0.732, a1 0.751, a2 -0.752, xip 0.785, xin -0.797
loglh: 5521654.41, a 0.459, phi 0.734, a1 0.751, a2 -0.752, xip 0.802, xin -0.798
loglh: 5521654.33, a 0.459, phi 0.735, a1 0.751, a2 -0.752, xip 0.805, xin -0.801
loglh: 5521655.46, a 0.467, phi 0.735, a1 0.751, a2 -0.752, xip 0.805, xin -0.801
loglh: 5521655.85, a 0.452, phi 0.735, a1 0.751, a2 -0.752, xip 0.805, xin -0.801
loglh: 5521655.32, a 0.459, phi 0.748, a1 0.751, a2 -0.752, xip 0.805, xin -0.801
loglh: 5521656.01, a 0.459, phi 0.722, a1 0.751, a2 -0.752, xip 0.805, xin -0.801
loglh: 5521655.98, a 0.459, phi 0.735, a1 0.758, a2 -0.752, xip 0.805, xin -0.801
loglh: 5521655.34, a 0.459, phi 0.735, a1 0.743, a2 -0.752, xip 0.805, xin -0.801
loglh: 5521655.30, a 0.459, phi 0.735, a1 0.751, a2 -0.744, xip 0.805, xin -0.801
loglh: 5521656.02, a 0.459, phi 0.735, a1 0.751, a2 -0.759, xip 0.805, xin -0.801
loglh: 5521655.47, a 0.459, phi 0.735, a1 0.751, a2 -0.752, xip 0.823, xin -0.801
loglh: 5521655.58, a 0.459, phi 0.735, a1 0.751, a2 -0.752, xip 0.786, xin -0.801
loglh: 5521655.57, a 0.459, phi 0.735, a1 0.751, a2 -0.752, xip 0.805, xin -0.783
loglh: 5521655.48, a 0.459, phi 0.735, a1 0.751, a2 -0.752, xip 0.805, xin -0.819
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.749, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.810, xin -0.807
loglh: 5521655.49, a 0.469, phi 0.740, a1 0.750, a2 -0.750, xip 0.810, xin -0.807
loglh: 5521655.50, a 0.453, phi 0.740, a1 0.750, a2 -0.750, xip 0.810, xin -0.807
loglh: 5521655.51, a 0.461, phi 0.753, a1 0.750, a2 -0.750, xip 0.810, xin -0.807
loglh: 5521655.51, a 0.461, phi 0.727, a1 0.750, a2 -0.750, xip 0.810, xin -0.807
loglh: 5521655.46, a 0.461, phi 0.740, a1 0.757, a2 -0.750, xip 0.810, xin -0.807
loglh: 5521655.55, a 0.461, phi 0.740, a1 0.742, a2 -0.750, xip 0.810, xin -0.807
loglh: 5521655.52, a 0.461, phi 0.740, a1 0.750, a2 -0.743, xip 0.810, xin -0.807
loglh: 5521655.49, a 0.461, phi 0.740, a1 0.750, a2 -0.758, xip 0.810, xin -0.807
loglh: 5521655.38, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.829, xin -0.807
loglh: 5521655.53, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.791, xin -0.807
loglh: 5521655.52, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.810, xin -0.788
loglh: 5521655.39, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.810, xin -0.825
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.812, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521655.50, a 0.469, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521655.50, a 0.453, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521655.50, a 0.461, phi 0.753, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521655.50, a 0.461, phi 0.727, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521655.47, a 0.461, phi 0.740, a1 0.757, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521655.53, a 0.461, phi 0.740, a1 0.742, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521655.51, a 0.461, phi 0.740, a1 0.750, a2 -0.743, xip 0.811, xin -0.808
loglh: 5521655.49, a 0.461, phi 0.740, a1 0.750, a2 -0.758, xip 0.811, xin -0.808
loglh: 5521655.45, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.830, xin -0.808
loglh: 5521655.54, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.792, xin -0.808
loglh: 5521655.53, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.788
loglh: 5521655.46, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.826
loglh: 5521654.19, a 0.461, phi 0.741, a1 0.750, a2 -0.750, xip 0.812, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521655.50, a 0.469, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521655.50, a 0.453, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521655.50, a 0.461, phi 0.753, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521655.50, a 0.461, phi 0.727, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521655.47, a 0.461, phi 0.740, a1 0.757, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521655.53, a 0.461, phi 0.740, a1 0.742, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521655.51, a 0.461, phi 0.740, a1 0.750, a2 -0.743, xip 0.811, xin -0.808
loglh: 5521655.49, a 0.461, phi 0.740, a1 0.750, a2 -0.758, xip 0.811, xin -0.808
loglh: 5521655.45, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.830, xin -0.808
loglh: 5521655.54, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.792, xin -0.808
loglh: 5521655.53, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.788
loglh: 5521655.46, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.826
loglh: 5521654.24, a 0.463, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.24, a 0.459, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.19, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.19, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.23, a 0.461, phi 0.743, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.24, a 0.461, phi 0.737, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.19, a 0.461, phi 0.741, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.19, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.23, a 0.461, phi 0.740, a1 0.751, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.24, a 0.461, phi 0.740, a1 0.748, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.19, a 0.461, phi 0.740, a1 0.749, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.23, a 0.461, phi 0.740, a1 0.750, a2 -0.749, xip 0.811, xin -0.808
loglh: 5521654.24, a 0.461, phi 0.740, a1 0.750, a2 -0.752, xip 0.811, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.19, a 0.461, phi 0.740, a1 0.750, a2 -0.751, xip 0.811, xin -0.808
loglh: 5521654.24, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.815, xin -0.808
loglh: 5521654.24, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.807, xin -0.808
loglh: 5521654.19, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.812, xin -0.808
loglh: 5521654.19, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.810, xin -0.808
loglh: 5521654.23, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.804
loglh: 5521654.24, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.811
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.807
loglh: 5521654.19, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521657.13, a 0.469, phi 0.753, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521656.81, a 0.469, phi 0.740, a1 0.757, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521656.81, a 0.469, phi 0.740, a1 0.750, a2 -0.743, xip 0.811, xin -0.808
loglh: 5521656.02, a 0.469, phi 0.740, a1 0.750, a2 -0.750, xip 0.830, xin -0.808
loglh: 5521657.58, a 0.469, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.788
loglh: 5521656.59, a 0.461, phi 0.753, a1 0.757, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521657.02, a 0.461, phi 0.753, a1 0.750, a2 -0.743, xip 0.811, xin -0.808
loglh: 5521655.46, a 0.461, phi 0.753, a1 0.750, a2 -0.750, xip 0.830, xin -0.808
loglh: 5521658.14, a 0.461, phi 0.753, a1 0.750, a2 -0.750, xip 0.811, xin -0.788
loglh: 5521654.89, a 0.461, phi 0.740, a1 0.757, a2 -0.743, xip 0.811, xin -0.808
loglh: 5521657.30, a 0.461, phi 0.740, a1 0.757, a2 -0.750, xip 0.830, xin -0.808
loglh: 5521656.27, a 0.461, phi 0.740, a1 0.757, a2 -0.750, xip 0.811, xin -0.788
loglh: 5521656.22, a 0.461, phi 0.740, a1 0.750, a2 -0.743, xip 0.830, xin -0.808
loglh: 5521657.42, a 0.461, phi 0.740, a1 0.750, a2 -0.743, xip 0.811, xin -0.788
loglh: 5521656.80, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.830, xin -0.788
-------------------------------------------------------------------------------------------
|   | Name  |   Value   | Hesse Err | Minos Err- | Minos Err+ | Limit-  | Limit+  | Fixed |
-------------------------------------------------------------------------------------------
| 0 | alpha |   0.461   |   0.005   |            |            |   -1    |    1    |       |
| 1 | dphi  |   0.740   |   0.012   |            |            |-3.14159 | 3.14159 |       |
| 2 | alph1 |   0.750   |   0.007   |            |            |    0    |    1    |       |
| 3 | alph2 |  -0.750   |   0.007   |            |            |   -1    |    0    |       |
| 4 | xip   |   0.811   |   0.017   |            |            |    0    |  1.01   |       |
| 5 | xin   |  -0.808   |   0.017   |            |            |  -1.01  |    0    |       |
-------------------------------------------------------------------------------------------
------------------------------------------------------------------
| FCN = 5.522E+06               |     Ncalls=176 (176 total)     |
| EDM = 0.000301 (Goal: 5E-06)  |            up = 0.5            |
------------------------------------------------------------------
|  Valid Min.   | Valid Param.  | Above EDM | Reached call limit |
------------------------------------------------------------------
|     True      |     True      |   False   |       False        |
------------------------------------------------------------------
| Hesse failed  |   Has cov.    | Accurate  | Pos. def. | Forced |
------------------------------------------------------------------
|     False     |     True      |   True    |   True    | False  |
------------------------------------------------------------------
[[ 1.          0.28329293 -0.09307536  0.08527121  0.41954965 -0.41606528]
 [ 0.28329293  1.         -0.09806483  0.11506329  0.63668226 -0.63154386]
 [-0.09307536 -0.09806483  1.          0.66901636 -0.15051238  0.13842162]
 [ 0.08527121  0.11506329  0.66901636  1.          0.1495607  -0.15925723]
 [ 0.41954965  0.63668226 -0.15051238  0.1495607   1.         -0.49322376]
 [-0.41606528 -0.63154386  0.13842162 -0.15925723 -0.49322376  1.        ]]
alpha: 1.722
dphi : 3.736
alph1: 2.139
alph2: 2.179
xip  : 5.282
xin  : 5.225
New fit: ss2d, constr: True
N = 100000
MULT = 2
[[ 1.          0.28772961 -0.06690843  0.04664034]
 [ 0.28772961  1.         -0.05665309  0.07923782]
 [-0.06690843 -0.05665309  1.          0.86908903]
 [ 0.04664034  0.07923782  0.86908903  1.        ]]
[0.00771995 0.01685758 0.01521294 0.01553734]
Concentration matrix:
[[ 18763.26251804  -2116.58675754   2977.87516744  -2786.85714765]
 [ -2116.58675754   4025.26292742   1816.46403657  -1842.7135814 ]
 [  2977.87516744   1816.46403657  19355.1709603  -16695.32750192]
 [ -2786.85714765  -1842.7135814  -16695.32750192  18572.1299601 ]]
loglh: 5513190.35, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5513318.87, a 0.558, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5513658.26, a 0.358, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5513178.66, a 0.471, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5513208.00, a 0.451, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5513181.93, a 0.468, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5513201.39, a 0.454, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5516919.05, a 0.461, phi 1.702, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5517583.48, a 0.461, phi -0.305, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5513232.08, a 0.461, phi 0.842, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5513232.76, a 0.461, phi 0.637, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5513191.66, a 0.461, phi 0.758, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5513191.66, a 0.461, phi 0.722, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5513035.59, a 0.461, phi 0.740, a1 0.844, a2 -0.750, xip 0.500, xin -0.500
loglh: 5513876.01, a 0.461, phi 0.740, a1 0.642, a2 -0.750, xip 0.500, xin -0.500
loglh: 5513153.84, a 0.461, phi 0.740, a1 0.760, a2 -0.750, xip 0.500, xin -0.500
loglh: 5513232.23, a 0.461, phi 0.740, a1 0.740, a2 -0.750, xip 0.500, xin -0.500
loglh: 5513164.27, a 0.461, phi 0.740, a1 0.757, a2 -0.750, xip 0.500, xin -0.500
loglh: 5513219.05, a 0.461, phi 0.740, a1 0.743, a2 -0.750, xip 0.500, xin -0.500
loglh: 5513877.11, a 0.461, phi 0.740, a1 0.750, a2 -0.642, xip 0.500, xin -0.500
loglh: 5513019.95, a 0.461, phi 0.740, a1 0.750, a2 -0.844, xip 0.500, xin -0.500
loglh: 5513233.11, a 0.461, phi 0.740, a1 0.750, a2 -0.740, xip 0.500, xin -0.500
loglh: 5513152.82, a 0.461, phi 0.740, a1 0.750, a2 -0.760, xip 0.500, xin -0.500
loglh: 5513220.11, a 0.461, phi 0.740, a1 0.750, a2 -0.743, xip 0.500, xin -0.500
loglh: 5513163.21, a 0.461, phi 0.740, a1 0.750, a2 -0.757, xip 0.500, xin -0.500
loglh: 5512274.07, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.743, xin -0.500
loglh: 5515159.40, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.259, xin -0.500
loglh: 5513043.84, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.525, xin -0.500
loglh: 5513348.19, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.475, xin -0.500
loglh: 5513118.35, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.512, xin -0.500
loglh: 5513264.97, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.488, xin -0.500
loglh: 5515064.56, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.259
loglh: 5512370.83, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.743
loglh: 5513338.33, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.475
loglh: 5513053.72, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.525
loglh: 5513260.16, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.488
loglh: 5513123.16, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.512
loglh: 5511967.74, a 0.485, phi 0.740, a1 0.820, a2 -0.824, xip 0.815, xin -0.797
loglh: 5511601.41, a 0.478, phi 0.740, a1 0.799, a2 -0.802, xip 0.726, xin -0.712
loglh: 5511611.14, a 0.484, phi 0.740, a1 0.799, a2 -0.802, xip 0.726, xin -0.712
loglh: 5511594.18, a 0.471, phi 0.740, a1 0.799, a2 -0.802, xip 0.726, xin -0.712
loglh: 5511608.11, a 0.478, phi 0.758, a1 0.799, a2 -0.802, xip 0.726, xin -0.712
loglh: 5511597.33, a 0.478, phi 0.722, a1 0.799, a2 -0.802, xip 0.726, xin -0.712
loglh: 5511623.42, a 0.478, phi 0.740, a1 0.806, a2 -0.802, xip 0.726, xin -0.712
loglh: 5511581.67, a 0.478, phi 0.740, a1 0.793, a2 -0.802, xip 0.726, xin -0.712
loglh: 5511582.45, a 0.478, phi 0.740, a1 0.799, a2 -0.795, xip 0.726, xin -0.712
loglh: 5511622.62, a 0.478, phi 0.740, a1 0.799, a2 -0.808, xip 0.726, xin -0.712
loglh: 5511594.98, a 0.478, phi 0.740, a1 0.799, a2 -0.802, xip 0.737, xin -0.712
loglh: 5511610.84, a 0.478, phi 0.740, a1 0.799, a2 -0.802, xip 0.715, xin -0.712
loglh: 5511609.84, a 0.478, phi 0.740, a1 0.799, a2 -0.802, xip 0.726, xin -0.701
loglh: 5511596.03, a 0.478, phi 0.740, a1 0.799, a2 -0.802, xip 0.726, xin -0.723
loglh: 5511400.08, a 0.461, phi 0.706, a1 0.756, a2 -0.760, xip 0.779, xin -0.761
loglh: 5511398.30, a 0.458, phi 0.701, a1 0.749, a2 -0.754, xip 0.787, xin -0.768
loglh: 5511398.37, a 0.465, phi 0.701, a1 0.749, a2 -0.754, xip 0.787, xin -0.768
loglh: 5511401.00, a 0.451, phi 0.701, a1 0.749, a2 -0.754, xip 0.787, xin -0.768
loglh: 5511394.45, a 0.458, phi 0.720, a1 0.749, a2 -0.754, xip 0.787, xin -0.768
loglh: 5511404.81, a 0.458, phi 0.683, a1 0.749, a2 -0.754, xip 0.787, xin -0.768
loglh: 5511396.24, a 0.458, phi 0.701, a1 0.757, a2 -0.754, xip 0.787, xin -0.768
loglh: 5511404.01, a 0.458, phi 0.701, a1 0.742, a2 -0.754, xip 0.787, xin -0.768
loglh: 5511404.14, a 0.458, phi 0.701, a1 0.749, a2 -0.746, xip 0.787, xin -0.768
loglh: 5511396.12, a 0.458, phi 0.701, a1 0.749, a2 -0.762, xip 0.787, xin -0.768
loglh: 5511394.95, a 0.458, phi 0.701, a1 0.749, a2 -0.754, xip 0.796, xin -0.768
loglh: 5511403.63, a 0.458, phi 0.701, a1 0.749, a2 -0.754, xip 0.777, xin -0.768
loglh: 5511403.64, a 0.458, phi 0.701, a1 0.749, a2 -0.754, xip 0.787, xin -0.758
loglh: 5511394.99, a 0.458, phi 0.701, a1 0.749, a2 -0.754, xip 0.787, xin -0.777
loglh: 5511384.46, a 0.458, phi 0.731, a1 0.750, a2 -0.755, xip 0.802, xin -0.784
loglh: 5511384.07, a 0.458, phi 0.737, a1 0.750, a2 -0.755, xip 0.805, xin -0.787
loglh: 5511384.23, a 0.465, phi 0.737, a1 0.750, a2 -0.755, xip 0.805, xin -0.787
loglh: 5511386.55, a 0.451, phi 0.737, a1 0.750, a2 -0.755, xip 0.805, xin -0.787
loglh: 5511385.50, a 0.458, phi 0.755, a1 0.750, a2 -0.755, xip 0.805, xin -0.787
loglh: 5511385.25, a 0.458, phi 0.719, a1 0.750, a2 -0.755, xip 0.805, xin -0.787
loglh: 5511386.31, a 0.458, phi 0.737, a1 0.757, a2 -0.755, xip 0.805, xin -0.787
loglh: 5511384.48, a 0.458, phi 0.737, a1 0.744, a2 -0.755, xip 0.805, xin -0.787
loglh: 5511384.40, a 0.458, phi 0.737, a1 0.750, a2 -0.749, xip 0.805, xin -0.787
loglh: 5511386.39, a 0.458, phi 0.737, a1 0.750, a2 -0.762, xip 0.805, xin -0.787
loglh: 5511384.93, a 0.458, phi 0.737, a1 0.750, a2 -0.755, xip 0.816, xin -0.787
loglh: 5511385.66, a 0.458, phi 0.737, a1 0.750, a2 -0.755, xip 0.795, xin -0.787
loglh: 5511385.51, a 0.458, phi 0.737, a1 0.750, a2 -0.755, xip 0.805, xin -0.776
loglh: 5511385.11, a 0.458, phi 0.737, a1 0.750, a2 -0.755, xip 0.805, xin -0.797
loglh: 5511383.26, a 0.461, phi 0.739, a1 0.748, a2 -0.753, xip 0.809, xin -0.790
loglh: 5511383.25, a 0.461, phi 0.739, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.50, a 0.468, phi 0.739, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.60, a 0.455, phi 0.739, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.37, a 0.461, phi 0.757, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.75, a 0.461, phi 0.721, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.57, a 0.461, phi 0.739, a1 0.754, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.59, a 0.461, phi 0.739, a1 0.741, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.54, a 0.461, phi 0.739, a1 0.748, a2 -0.746, xip 0.809, xin -0.790
loglh: 5511384.63, a 0.461, phi 0.739, a1 0.748, a2 -0.759, xip 0.809, xin -0.790
loglh: 5511384.58, a 0.461, phi 0.739, a1 0.748, a2 -0.752, xip 0.820, xin -0.790
loglh: 5511384.48, a 0.461, phi 0.739, a1 0.748, a2 -0.752, xip 0.798, xin -0.790
loglh: 5511384.45, a 0.461, phi 0.739, a1 0.748, a2 -0.752, xip 0.809, xin -0.779
loglh: 5511384.62, a 0.461, phi 0.739, a1 0.748, a2 -0.752, xip 0.809, xin -0.801
loglh: 5511383.23, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511383.23, a 0.462, phi 0.741, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.52, a 0.468, phi 0.741, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.57, a 0.455, phi 0.741, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.57, a 0.462, phi 0.759, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.52, a 0.462, phi 0.722, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.53, a 0.462, phi 0.741, a1 0.754, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.57, a 0.462, phi 0.741, a1 0.741, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.55, a 0.462, phi 0.741, a1 0.748, a2 -0.746, xip 0.809, xin -0.790
loglh: 5511384.54, a 0.462, phi 0.741, a1 0.748, a2 -0.759, xip 0.809, xin -0.790
